train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,f1_score
1,1,243400,3,2,122580,4,2,267800,0.8305
1,1,243400,3,2,122580,4,3,271990,0.8143
1,1,243400,3,2,122580,5,1,131210,0.8402
1,1,243400,3,2,122580,5,2,188720,0.8347
1,1,243400,3,2,122580,5,3,185380,0.8735
1,1,243400,3,2,122580,6,1,241880,0.8509
1,1,243400,3,2,122580,6,2,164810,0.8462
1,1,243400,3,2,122580,6,3,266820,0.8760
1,1,243400,3,2,122580,7,1,269500,0.8560
1,1,243400,3,2,122580,7,2,278840,0.9032
1,1,243400,3,2,122580,7,3,274760,0.8848
1,1,243400,3,2,122580,8,1,170430,0.8560
1,1,243400,3,2,122580,8,2,89370,0.8082
1,1,243400,3,2,122580,8,3,142120,0.8165
1,1,243400,3,3,112370,1,1,243400,1.0000
1,1,243400,3,3,112370,1,2,223010,0.9356
1,1,243400,3,3,112370,1,3,181870,0.9243
1,1,243400,3,3,112370,2,1,210550,0.7985
1,1,243400,3,3,112370,2,2,251930,0.7841
1,1,243400,3,3,112370,2,3,223700,0.7177
1,1,243400,3,3,112370,3,1,110320,0.9000
1,1,243400,3,3,112370,3,2,122580,0.9366
1,1,243400,3,3,112370,3,3,112370,0.9247
1,1,243400,3,3,112370,4,1,222600,0.8226
1,1,243400,3,3,112370,4,2,267800,0.8231
1,1,243400,3,3,112370,4,3,271990,0.8116
1,1,243400,3,3,112370,5,1,131210,0.8264
1,1,243400,3,3,112370,5,2,188720,0.8401
1,1,243400,3,3,112370,5,3,185380,0.8635
1,1,243400,3,3,112370,6,1,241880,0.8398
1,1,243400,3,3,112370,6,2,164810,0.8292
1,1,243400,3,3,112370,6,3,266820,0.8461
1,1,243400,3,3,112370,7,1,269500,0.8722
1,1,243400,3,3,112370,7,2,278840,0.8945
1,1,243400,3,3,112370,7,3,274760,0.8711
1,1,243400,3,3,112370,8,1,170430,0.8555
1,1,243400,3,3,112370,8,2,89370,0.7890
1,1,243400,3,3,112370,8,3,142120,0.7998
1,1,243400,4,1,222600,1,1,243400,0.9695
1,1,243400,4,1,222600,1,2,223010,0.8989
1,1,243400,4,1,222600,1,3,181870,0.9184
1,1,243400,4,1,222600,2,1,210550,0.7293
1,1,243400,4,1,222600,2,2,251930,0.6754
1,1,243400,4,1,222600,2,3,223700,0.6200
1,1,243400,4,1,222600,3,1,110320,0.8794
1,1,243400,4,1,222600,3,2,122580,0.8978
1,1,243400,4,1,222600,3,3,112370,0.9221
1,1,243400,4,1,222600,4,1,222600,0.8284
1,1,243400,4,1,222600,4,2,267800,0.8193
1,1,243400,4,1,222600,4,3,271990,0.7898
1,1,243400,4,1,222600,5,1,131210,0.8447
1,1,243400,4,1,222600,5,2,188720,0.9019
1,1,243400,4,1,222600,5,3,185380,0.8584
1,1,243400,4,1,222600,6,1,241880,0.8505
1,1,243400,4,1,222600,6,2,164810,0.8246
1,1,243400,4,1,222600,6,3,266820,0.8552
1,1,243400,4,1,222600,7,1,269500,0.8637
1,1,243400,4,1,222600,7,2,278840,0.8728
1,1,243400,4,1,222600,7,3,274760,0.9157
1,1,243400,4,1,222600,8,1,170430,0.7624
1,1,243400,4,1,222600,8,2,89370,0.7112
1,1,243400,4,1,222600,8,3,142120,0.7921
1,1,243400,4,2,267800,1,1,243400,0.9750
1,1,243400,4,2,267800,1,2,223010,0.9102
1,1,243400,4,2,267800,1,3,181870,0.9269
1,1,243400,4,2,267800,2,1,210550,0.7296
1,1,243400,4,2,267800,2,2,251930,0.6949
1,1,243400,4,2,267800,2,3,223700,0.6349
1,1,243400,4,2,267800,3,1,110320,0.8889
1,1,243400,4,2,267800,3,2,122580,0.9090
1,1,243400,4,2,267800,3,3,112370,0.9216
1,1,243400,4,2,267800,4,1,222600,0.8251
1,1,243400,4,2,267800,4,2,267800,0.8251
1,1,243400,4,2,267800,4,3,271990,0.7980
1,1,243400,4,2,267800,5,1,131210,0.8363
1,1,243400,4,2,267800,5,2,188720,0.8902
1,1,243400,4,2,267800,5,3,185380,0.8613
1,1,243400,4,2,267800,6,1,241880,0.8384
1,1,243400,4,2,267800,6,2,164810,0.8078
1,1,243400,4,2,267800,6,3,266820,0.8482
1,1,243400,4,2,267800,7,1,269500,0.8476
1,1,243400,4,2,267800,7,2,278840,0.8676
1,1,243400,4,2,267800,7,3,274760,0.9044
1,1,243400,4,2,267800,8,1,170430,0.7682
1,1,243400,4,2,267800,8,2,89370,0.7630
1,1,243400,4,2,267800,8,3,142120,0.7890
1,1,243400,4,3,271990,1,1,243400,1.0000
1,1,243400,4,3,271990,1,2,223010,0.9441
1,1,243400,4,3,271990,1,3,181870,0.9327
1,1,243400,4,3,271990,2,1,210550,0.7985
1,1,243400,4,3,271990,2,2,251930,0.7987
1,1,243400,4,3,271990,2,3,223700,0.7182
1,1,243400,4,3,271990,3,1,110320,0.8951
1,1,243400,4,3,271990,3,2,122580,0.9339
1,1,243400,4,3,271990,3,3,112370,0.9362
1,1,243400,4,3,271990,4,1,222600,0.8232
1,1,243400,4,3,271990,4,2,267800,0.8311
1,1,243400,4,3,271990,4,3,271990,0.8177
1,1,243400,4,3,271990,5,1,131210,0.8340
1,1,243400,4,3,271990,5,2,188720,0.8339
1,1,243400,4,3,271990,5,3,185380,0.8669
1,1,243400,4,3,271990,6,1,241880,0.8430
1,1,243400,4,3,271990,6,2,164810,0.8288
1,1,243400,4,3,271990,6,3,266820,0.8513
1,1,243400,4,3,271990,7,1,269500,0.8644
1,1,243400,4,3,271990,7,2,278840,0.8951
1,1,243400,4,3,271990,7,3,274760,0.8765
1,1,243400,4,3,271990,8,1,170430,0.8530
1,1,243400,4,3,271990,8,2,89370,0.8065
1,1,243400,4,3,271990,8,3,142120,0.8113
1,1,243400,5,1,131210,1,1,243400,1.0000
1,1,243400,5,1,131210,1,2,223010,0.9357
1,1,243400,5,1,131210,1,3,181870,0.9383
1,1,243400,5,1,131210,2,1,210550,0.7780
1,1,243400,5,1,131210,2,2,251930,0.7863
1,1,243400,5,1,131210,2,3,223700,0.7182
1,1,243400,5,1,131210,3,1,110320,0.9079
1,1,243400,5,1,131210,3,2,122580,0.9340
1,1,243400,5,1,131210,3,3,112370,0.9143
1,1,243400,5,1,131210,4,1,222600,0.8194
1,1,243400,5,1,131210,4,2,267800,0.8242
1,1,243400,5,1,131210,4,3,271990,0.8151
1,1,243400,5,1,131210,5,1,131210,0.8533
