train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,multi_error
1,1,243400,3,3,112370,7,3,274760,0.0976
1,1,243400,3,3,112370,8,1,170430,0.1307
1,1,243400,3,3,112370,8,2,89370,0.1388
1,1,243400,3,3,112370,8,3,142120,0.1340
1,1,243400,4,1,222600,1,1,243400,0.0000
1,1,243400,4,1,222600,1,2,223010,0.0623
1,1,243400,4,1,222600,1,3,181870,0.0462
1,1,243400,4,1,222600,2,1,210550,0.1722
1,1,243400,4,1,222600,2,2,251930,0.1441
1,1,243400,4,1,222600,2,3,223700,0.1726
1,1,243400,4,1,222600,3,1,110320,0.1160
1,1,243400,4,1,222600,3,2,122580,0.0680
1,1,243400,4,1,222600,3,3,112370,0.1255
1,1,243400,4,1,222600,4,1,222600,0.2357
1,1,243400,4,1,222600,4,2,267800,0.2191
1,1,243400,4,1,222600,4,3,271990,0.2282
1,1,243400,4,1,222600,5,1,130490,0.2368
1,1,243400,4,1,222600,5,2,188720,0.3301
1,1,243400,4,1,222600,5,3,185380,0.2375
1,1,243400,4,1,222600,6,1,241880,0.1768
1,1,243400,4,1,222600,6,2,164810,0.1654
1,1,243400,4,1,222600,6,3,266820,0.1279
1,1,243400,4,1,222600,7,1,269500,0.1639
1,1,243400,4,1,222600,7,2,278840,0.1186
1,1,243400,4,1,222600,7,3,274760,0.1118
1,1,243400,4,1,222600,8,1,170430,0.1885
1,1,243400,4,1,222600,8,2,89370,0.1852
1,1,243400,4,1,222600,8,3,142120,0.1877
1,1,243400,4,2,267800,1,1,243400,0.0000
1,1,243400,4,2,267800,1,2,223010,0.0673
1,1,243400,4,2,267800,1,3,181870,0.0462
1,1,243400,4,2,267800,2,1,210550,0.1722
1,1,243400,4,2,267800,2,2,251930,0.1509
1,1,243400,4,2,267800,2,3,223700,0.1740
1,1,243400,4,2,267800,3,1,110320,0.1212
1,1,243400,4,2,267800,3,2,122580,0.0719
1,1,243400,4,2,267800,3,3,112370,0.1157
1,1,243400,4,2,267800,4,1,222600,0.2548
1,1,243400,4,2,267800,4,2,267800,0.1987
1,1,243400,4,2,267800,4,3,271990,0.2335
1,1,243400,4,2,267800,5,1,130490,0.2415
1,1,243400,4,2,267800,5,2,188720,0.3185
1,1,243400,4,2,267800,5,3,185380,0.2200
1,1,243400,4,2,267800,6,1,241880,0.1848
1,1,243400,4,2,267800,6,2,164810,0.1811
1,1,243400,4,2,267800,6,3,266820,0.1332
1,1,243400,4,2,267800,7,1,269500,0.1664
1,1,243400,4,2,267800,7,2,278840,0.1224
1,1,243400,4,2,267800,7,3,274760,0.1184
1,1,243400,4,2,267800,8,1,170430,0.1924
1,1,243400,4,2,267800,8,2,89370,0.1837
1,1,243400,4,2,267800,8,3,142120,0.1852
1,1,243400,4,3,271990,1,1,243400,0.0100
1,1,243400,4,3,271990,1,2,223010,0.0630
1,1,243400,4,3,271990,1,3,181870,0.0500
1,1,243400,4,3,271990,2,1,210550,0.1240
1,1,243400,4,3,271990,2,2,251930,0.1316
1,1,243400,4,3,271990,2,3,223700,0.1479
1,1,243400,4,3,271990,3,1,110320,0.1143
1,1,243400,4,3,271990,3,2,122580,0.0608
1,1,243400,4,3,271990,3,3,112370,0.0803
1,1,243400,4,3,271990,4,1,222600,0.2358
1,1,243400,4,3,271990,4,2,267800,0.2055
1,1,243400,4,3,271990,4,3,271990,0.2053
1,1,243400,4,3,271990,5,1,130490,0.2095
1,1,243400,4,3,271990,5,2,188720,0.2830
1,1,243400,4,3,271990,5,3,185380,0.1897
1,1,243400,4,3,271990,6,1,241880,0.1232
1,1,243400,4,3,271990,6,2,164810,0.1323
1,1,243400,4,3,271990,6,3,266820,0.1196
1,1,243400,4,3,271990,7,1,269500,0.1239
1,1,243400,4,3,271990,7,2,278840,0.1198
1,1,243400,4,3,271990,7,3,274760,0.0985
1,1,243400,4,3,271990,8,1,170430,0.1412
1,1,243400,4,3,271990,8,2,89370,0.1472
1,1,243400,4,3,271990,8,3,142120,0.1224
1,1,243400,5,1,130490,1,1,243400,0.0388
1,1,243400,5,1,130490,1,2,223010,0.0747
1,1,243400,5,1,130490,1,3,181870,0.0800
1,1,243400,5,1,130490,2,1,210550,0.1651
1,1,243400,5,1,130490,2,2,251930,0.1626
1,1,243400,5,1,130490,2,3,223700,0.1864
1,1,243400,5,1,130490,3,1,110320,0.1381
1,1,243400,5,1,130490,3,2,122580,0.0882
1,1,243400,5,1,130490,3,3,112370,0.0880
1,1,243400,5,1,130490,4,1,222600,0.2572
1,1,243400,5,1,130490,4,2,267800,0.1854
1,1,243400,5,1,130490,4,3,271990,0.1987
1,1,243400,5,1,130490,5,1,130490,0.1744
1,1,243400,5,1,130490,5,2,188720,0.1414
